"level","created","updated","url","user","id","group","tags","quote","text","relay link","direct link"
"0","2021-11-11T01:05:24","2021-11-11T01:05:24","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","juanp","c0tE3EKLEeyp9R-r06Lxxw","__world__",,"ts ultimate casualty was the future of human dwelling in what we succinctly term our natural environment: in the midst of the elements of air and water, the earth and solar fire; with plants and animals; in proximity to forests and rivers, such as Pripyat’.","El fin del sentido que hemos dado al mundo (Toadvine)","https://hyp.is/c0tE3EKLEeyp9R-r06Lxxw","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:c0tE3EKLEeyp9R-r06Lxxw"
"0","2021-11-11T01:05:21","2021-11-11T01:05:21","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","Ceci.Murgua","cYbIfkKLEey3JkMRqCH_GA","__world__",,"uckily for me, it was located in the same building as the bakery, and I would make the inevitable detour to revisit books I had already leafed through and to look for fresh arrivals every time I was sent to buy bread.","Es interesante ver cómo el tiempo se presenta en este tipo de sucesos. Encuentro muy entristecedor cómo la vida tiene este tipo de momentos disruptivos en los que de un momento a otro parece que vivimos en otra dimensión. Se acaba un mundo y empieza otro.","https://hyp.is/cYbIfkKLEey3JkMRqCH_GA","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:cYbIfkKLEey3JkMRqCH_GA"
"0","2021-11-11T01:04:56","2021-11-11T01:04:56","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","JimenaBalcazar","YqQNMEKLEey13QOqLJSERQ","__world__",,"Usually, when philosophers and artists illuminate the extraordinary nature of ordinary phenomena, they do so by pointing out an unexpected conceptual or aesthetic angle on everyday, taken-for-granted things. ","Es posible comparar la labor filosófica --desde este postulado-- con la labor del fotógrafo: se captura un momento determinado, un cierto ángulo. Se trabaja desde una mirada que no engloba la totalidad, sino apenas un fragmento bien diseccionado. Se enfoca la mirada en lo cotidiano, pero desde su manipulación.","https://hyp.is/YqQNMEKLEey13QOqLJSERQ","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:YqQNMEKLEey13QOqLJSERQ"
"0","2021-11-11T01:04:36","2021-11-11T01:04:36","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","Ceci.Murgua","VoyPQEKLEeyIRJNywe0VDQ","__world__",,"Dressed in a traditional costume, I would represent Georgia at a carnival of Soviet multiculturalism, slated to take place on my birth-day, two days after the May 1 festivities. I agreed and was immediately issued an ankle long woolen Chokha (a typical outfit worn by men from the Caucasus Mountains), replete with the widest belt I’d ever seen, a fake sabre and an extra-warm headpiece. That is how I appeared and danced at the festival, when radiation levels in the atmosphere peaked, find-ing my outfit unbearably hot but probably receiving minimal radiation protection from it. ","Igual creo que este pasaje enseña el tiempo diferido de forma muy ilustrativa, ya que la radiación y el evento que perturbará estas vidas ya está ocurriendo, y sin embargo aún no se hace presente. Aún no los alcanza.","https://hyp.is/VoyPQEKLEeyIRJNywe0VDQ","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:VoyPQEKLEeyIRJNywe0VDQ"
"0","2021-11-11T01:03:36","2021-11-11T01:03:36","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","IsabelRosiles","MwvM1EKLEeyb8qOSE_lQOw","__world__",,,"El Sarcófago Reconocer la respuesta gubernamental de la Unión Soviética como algo igualmente catastrófico a Chernobyl apunta de forma muy clara la hegemonía presente dentro de la propia crisis. Esto solo es un síntoma de la extinción y de nuestro propio talante temporal en términos de finitud, en tanto que refleja el carácter técnico y el fondo inscrito en este","https://hyp.is/MwvM1EKLEeyb8qOSE_lQOw","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:MwvM1EKLEeyb8qOSE_lQOw"
"0","2021-11-11T00:36:40","2021-11-11T01:02:55","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","juanp","b60e0EKHEeyogP8goJ6k6A","__world__",,"But given that the “foundations” I rely upon include an explosion and an implosion, ","Fondo u origen que se conforman a partir de su propia contradicción. Un poco como el monstruo de Frankenstein. ","https://hyp.is/b60e0EKHEeyogP8goJ6k6A","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:b60e0EKHEeyogP8goJ6k6A"
"0","2021-11-11T01:02:23","2021-11-11T01:02:23","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","alexscopelli","B5o1uEKLEey4z28Zynydhw","__world__",,"But the impression that one can flee from the calamity that is our civilization is no less immature than the sunny ideology of progress itself. There are no escape valves. By train, I was speeding toward another, still greater catastrophe spawned by the same total system (I am not alluding to Soviet “totalitarianism” but to the pernicious ubiquity of an instru-mental handling of nature that undercuts life and prevails both in capitalist and socialist economic systems).","La ""huida"" o ""destrucción"" de la totalización no es de ninguna manera efectiva. Un pensamiento (o propuesta del pensamiento) ecológico es más que la simple ""negación"" de la revolución i.e. el borrón y cuenta nueva. Se trata de persistir mientras se crean interrupciones que permitan posibilidades.","https://hyp.is/B5o1uEKLEey4z28Zynydhw","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:B5o1uEKLEey4z28Zynydhw"
"0","2021-11-11T00:59:43","2021-11-11T00:59:43","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","JimenaBalcazar","qAlkjkKKEeyp7PdBpi091A","__world__",," naïve ideology of progress, as prevalent in the Soviet Union as it was in the West. And this means that my medically recommended escape had to do with the technological domination of the natural environment that made the world unbearable and ultimately unlivable.","""una ingenua idea de progreso"": un desarrollo científico que conduce a la devastación, a la destrucción de la posibilidad de vivir, de estar y de ser. ¿Cómo progresar sobreviviendo a la muerte?, ¿Después del progreso, quién queda?","https://hyp.is/qAlkjkKKEeyp7PdBpi091A","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:qAlkjkKKEeyp7PdBpi091A"
"0","2021-11-11T00:41:10","2021-11-11T00:58:04","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","diegue_frege","EMlQmkKIEeyqSIcx8FgDCg","__world__",,"he peregrinations of radioactive materi-als continue in us, as us. Chernobyl’s human survivors are the scraps of radiation’s after-life, which severely limits life expectancy as a consequence of external and, in many cases, ongoing internal exposures. ","Con este pasaje recordé una novela finlandesa en donde varias prostitutas que estuvieron expuestas a la radiación se omiten de decirle a los clientes su condición médica. Evidentemente, es peligroso para los clientes tener relaciones con estas mujeres, pero si las mujeres advierten de su situación, perderían su único ingreso. En el libro tener sexo con estas mujeres se homologa con ""meterle la berga a la muerte"".","https://hyp.is/EMlQmkKIEeyqSIcx8FgDCg","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:EMlQmkKIEeyqSIcx8FgDCg"
"0","2021-11-11T00:57:22","2021-11-11T00:57:22","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","JimenaBalcazar","U-7OwEKKEeyNYO8J3_IVQw","__world__",,"“depend-ing on the direction of the wind, we sensed either the smell of fumes that emanated from the industrial monstrosity or fresh air that drifted from the woods.”2","La frontera o la línea que divide los ""infiernos ambientales"" de los ""paraísos industriales"" ha dejado de ser clara desde hace tiempo: la huída de las grandes ciudades no significa una huída de la contaminación del aire... esta se prolonga, no se frena ni se limita a una determinada zona geográfica.","https://hyp.is/U-7OwEKKEeyNYO8J3_IVQw","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:U-7OwEKKEeyNYO8J3_IVQw"
"0","2021-11-11T00:56:42","2021-11-11T00:56:42","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","Ceci.Murgua","PEZcjkKKEeyt7Qd35N8zGw","__world__",,"Through the unique medium of photo-grams, Tondeur lets plants speak by spatially expressing themselves and the earth contami-nated with radionuclides. Lines of light do not illuminate—from the external, neutral, and disengaged position of the third—the obscure traces of what happened. They bring out the testimony of the plant and of the soil wherein it grew. ","El testimonio que pueden darnos, por ejemplo, las plantas o los fotogramas, son una nueva manera de traer a la consciencia un evento ocurrido. Es parecido a la propuesta de la ecología sin naturaleza que acepta el arte y la estética como otra manera de acercarse al problema, aceptando que el desafío puede ser más complicado y obscuro, y que tal vez solo el arte puede abrir nuevas formas de tratarlo.","https://hyp.is/PEZcjkKKEeyt7Qd35N8zGw","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:PEZcjkKKEeyt7Qd35N8zGw"
"0","2021-11-11T00:56:23","2021-11-11T00:56:23","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","inespas","MOSxVkKKEeyi9fdR0sYYsQ","__world__",," Yet, they are also more adaptable:","¿Aquí podemos hablar de la inteligencia de las plantas?","https://hyp.is/MOSxVkKKEeyi9fdR0sYYsQ","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:MOSxVkKKEeyi9fdR0sYYsQ"
"0","2021-11-11T00:54:52","2021-11-11T00:54:52","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","inespas","-pgbdEKJEey-KAclB7phyw","__world__",,"We were all plants then.","¿Por qué dejamos de serlo?","https://hyp.is/-pgbdEKJEey-KAclB7phyw","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:-pgbdEKJEey-KAclB7phyw"
"0","2021-11-11T00:54:13","2021-11-11T00:54:13","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","Ceci.Murgua","44eDtkKJEey7ixMYbDbskg","__world__",,"the birth of another consciousness...","Podemos reconocer que algunas experiencias son inarticulables dentro de los marcos de las palabras con las que contamos y de los sucesos a los que podríamos compararlos. Aceptarlos como inarticulables --soportando esa aporía-- podemos darles más sentido que forzándolos a ""aparecer"" dentro del lenguaje ya conocido.","https://hyp.is/44eDtkKJEey7ixMYbDbskg","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:44eDtkKJEey7ixMYbDbskg"
"0","2021-11-11T00:53:55","2021-11-11T00:53:55","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","inespas","2KwrfEKJEey2wLPRJ_dAgg","__world__",,"trans-human solidar-ity? ","Si algo como la exposición a la radiación nos podría convertir en *trans-humanos*, ¿qué pasa con la radiación de, por ejemplo, los celulares y los microondas? Cuál es el límite entre una exposición a la radiación *lo suficientemente grave que te convierta en algo que ya no es humano* y una exposición *inofensiva*?","https://hyp.is/2KwrfEKJEey2wLPRJ_dAgg","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:2KwrfEKJEey2wLPRJ_dAgg"
"0","2021-11-11T00:51:34","2021-11-11T00:51:34","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","SofiaVaca","hOBHikKJEeyf-uNH642Rww","__world__",,"Having initially grown as plants do, they have become something other than vegetation, namely the ruins of our civilization, ","En *Los pasajes* W. Benjamin sostiene que la historia de occidente desde el s. XVII es la acumulación de ruinas, parece ser las ruinas intactas (casi fósiles) de Chernobyl nos muestran, no solo los infiernos ambientales, sino que también una posible mirada a nuestro futuro.","https://hyp.is/hOBHikKJEeyf-uNH642Rww","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:hOBHikKJEeyf-uNH642Rww"
"0","2021-11-11T00:50:07","2021-11-11T00:50:22","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","inespas","UIiYokKJEeyyOb-jTbEIfw","__world__",," At the beach. In the city’s parks or promenades.","Cuando pensamos en algo radioactivo, quizás muchos no pensamos en escenas del *exterior*, como el parque y la playa. Esta reconsideración por lo radioactivo podría recordarnos que la división entre la naturaleza y los seres humanos no es una división que exista por sí misma, sino que la hemos posicionado nosotros.","https://hyp.is/UIiYokKJEeyyOb-jTbEIfw","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:UIiYokKJEeyyOb-jTbEIfw"
"0","2021-11-11T00:47:41","2021-11-11T00:47:41","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","alexscopelli","-ZvIcEKIEeyO9vMkKJaxcw","__world__",," The grammé of a photogram imposes itself from up close. Touching... It endures: etched, engraved, engrained, the energy it transported both reflected (or refracted) and absorbed. Much like radiation, indifferently imbibed by whatever and whoever is on its path—the soil, build-ings, plants, animals, humans—yet uncontainable in any single entity whose time-frame it invariably overflows. Through her aesthetic practice, Tondeur detonates, releases the explosions of light trapped in plants, its lines dispersed, crisscrossing photograms every which way.","El fotograma, el trazo de luz que se impone de la misma manera que la radiación (violentamente, aunque quizás es imposible evitar la violencia originaria..) se asemeja a la determinación moderna/antropológica de la técnica, misma que vio nacer el uso de la energía nuclear. El fotograma es la pro-vocación del trazo de luz, la imposición de una nueva escala temporal en la reflexión luminosa del papel.","https://hyp.is/-ZvIcEKIEeyO9vMkKJaxcw","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:-ZvIcEKIEeyO9vMkKJaxcw"
"0","2021-11-11T00:47:22","2021-11-11T00:47:22","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","inespas","7jjCqEKIEeyi7_-F92Fa8A","__world__",,"Together with radioactivity, ","Las especies de plantas que existen en Chernobil justamente demuestran la capacidad de interpretación y adaptación que llevan a cabo las plantas.","https://hyp.is/7jjCqEKIEeyi7_-F92Fa8A","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:7jjCqEKIEeyi7_-F92Fa8A"
"0","2021-11-11T00:34:19","2021-11-11T00:47:00","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","JimenaBalcazar","G50SyEKHEeyTdy8wipQzlg","__world__",,"Even assuming it is not an actual trace of radiation (which the specimens in the herbarium have received from the isotopes of cesium-137 and strontium-90 mixed with the soil of the exclusion zone) that comes through and shines forth from the plants’ con-tact with photosensitive paper, the resulting works of art cannot help but send us back to a space and time outside the frame, wherein this Linum usitatissimum germinated, grew, and blossomed.","¿Qué relación guarda la radiación con la huella que se queda en el papel fotosensible?, ¿Cómo puede la representación artística sacarnos de ella, liberarnos o empujarnos hacia otro momento, otro contexto, otro sitio?","https://hyp.is/G50SyEKHEeyTdy8wipQzlg","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:G50SyEKHEeyTdy8wipQzlg"
"0","2021-11-11T00:46:05","2021-11-11T00:46:05","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","inespas","wHU-WkKIEey2u9NtmARU4A","__world__",,"accustomed to thinking of plants as passive beings devoid of consciousness or as persisting in a state of torpor at best,","¿Podemos rastrear esta idea de las plantas como seres pasivos, sin capacidades como la comunicación y la interpretación?","https://hyp.is/wHU-WkKIEey2u9NtmARU4A","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:wHU-WkKIEey2u9NtmARU4A"
"0","2021-11-11T00:43:18","2021-11-11T00:43:39","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","inespas","XRsxDEKIEey2uTvnNrW7FQ","__world__",,"geranium","En general, los significado que atribuyen algunos seres humanos a los geranios son la felicidad, el bienestar, y la amistad. ¿Sería posible relacionar esta interpretación con la búsqueda del sol que lleva a cabo la planta?","https://hyp.is/XRsxDEKIEey2uTvnNrW7FQ","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:XRsxDEKIEey2uTvnNrW7FQ"
"0","2021-11-11T00:43:09","2021-11-11T00:43:09","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","juanp","V-7aqEKIEey-oTOfnpOmVA","__world__",,"a shibboleth for the irremediable dearth of understanding, ","Un desastre sin precedentes que demarca el límite de la interpretación que podemos hacer. La magnitud de lo que implica Chernobyl nos excede a tal punto que se vuelve casi imposible dar significado a lo ocurrido. ","https://hyp.is/V-7aqEKIEey-oTOfnpOmVA","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:V-7aqEKIEey-oTOfnpOmVA"
"0","2021-11-11T00:41:14","2021-11-11T00:41:14","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","SofiaVaca","E1I13kKIEeyJmD8sL9dw3w","__world__",,"the oikos, which we all inhabit and which inhabits us,","¿A cuál *oikos* le seremos fiel? ¿Será que nuestra sociedad será capaz de de poner primero el oikos de ecología? ","https://hyp.is/E1I13kKIEeyJmD8sL9dw3w","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:E1I13kKIEeyJmD8sL9dw3w"
"0","2021-11-11T00:40:29","2021-11-11T00:40:29","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","inespas","-EE1kkKHEeycnLv79guObw","__world__",," The human production of meaning","¿Dónde se posiciona la ""producción humana de significados"" en relación a los significados propios del medio ambiente? ","https://hyp.is/-EE1kkKHEeycnLv79guObw","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:-EE1kkKHEeycnLv79guObw"
"0","2021-11-11T00:38:10","2021-11-11T00:38:10","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","inespas","pVgGgEKHEey4u-tIqnh7Lg","__world__",," and so forth.","Podemos hablar de las relaciones que existen dentro del medio ambiente y pensar que la comunicación se da de muchas maneras que no tienen que ver con el lenguaje que conocemos.","https://hyp.is/pVgGgEKHEey4u-tIqnh7Lg","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:pVgGgEKHEey4u-tIqnh7Lg"
"0","2021-11-11T00:36:26","2021-11-11T00:36:26","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","inespas","Z0doDkKHEey7ek_H9n5qFg","__world__",,"lived vegetal interpretation of the environment:","¿Podríamos pensar a los procesos del medio ambiente propiamente como semiótica? ","https://hyp.is/Z0doDkKHEey7ek_H9n5qFg","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:Z0doDkKHEey7ek_H9n5qFg"
"0","2021-11-11T00:33:47","2021-11-11T00:33:47","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","JimenaBalcazar","CLw7hEKHEey7df-SGj7bLQ","__world__",,,"mmm","https://hyp.is/CLw7hEKHEey7df-SGj7bLQ","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:CLw7hEKHEey7df-SGj7bLQ"
"0","2021-11-11T00:33:24","2021-11-11T00:33:24","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","inespas","-yB9oEKGEeyXTtdNp4tsxQ","__world__",," burn, decorate and pay tributes with","En parte, la atribución de significados a seres no-humanos, en este caso plantas, crea una relación moralizante entre distintas formas de vida","https://hyp.is/-yB9oEKGEeyXTtdNp4tsxQ","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:-yB9oEKGEeyXTtdNp4tsxQ"
"0","2021-11-11T00:25:06","2021-11-11T00:27:23","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","juanp","0mkzEkKFEeyi_S_zGtIUOQ","__world__",,"they were denied access","Denegado o permitido Surge la cuestión del poder del estado y el cuidado que este ""debería"" emprender bajo la responsabilidad hacia la vida de las personas. ","https://hyp.is/0mkzEkKFEeyi_S_zGtIUOQ","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:0mkzEkKFEeyi_S_zGtIUOQ"
"0","2020-11-19T05:59:29","2021-03-04T00:11:04","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","Sahere205","YyI6SCosEeunkpOS47R92A","__world__",,"In a consumma-tion of the alienation or self-alienation that has unfortunately proved to be constitutive of the human, the whole world is on its way to becoming Chernobyl or a gulag. ","""Luego de múltiples intentos fallidos por asegurar un terreno, por la oposición de pobladores y autoridades locales, el gobierno mexicano efectuó una excavación en un paraje desértico del sur de Ciudad Juárez llamado ""La Pedrera"". Ahí fueron llevados tanto las varillas y otros materiales fabricados con hierro contaminado, como la camioneta de Sotelo Aldarín. Todo fue sepultado entre concreto para neutralizar su efecto nocivo."" https://www.bbc.com/mundo/noticias-54429012 #ChernobylMéxico #Cuerpoterritorio #Silencio ","https://hyp.is/YyI6SCosEeunkpOS47R92A","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:YyI6SCosEeunkpOS47R92A"
